매장명,주소,전화번호
동양미래대학점,"서울특별시 구로구 경인로47길 26 , 1층(고척동)",02-2688-4924
서울세종과학고점,서울 구로구 오리로 1316 (궁동),070-7576-3009
서울신미림초점,서울 구로구 신도림로 7 (신도림동),02-2675-1110
신도림역점,"서울특별시 구로구 경인로 661 , (신도림동, 신도림1차푸르지오)133호",02-3439-7808
신도림중점,"서울 구로구 신도림로19길 7 (신도림동, 성광빌딩)",02-6953-1991
신도림크라운빌점,"서울특별시 구로구 경인로63길 11, B동 1층 105호(신도림동 , 신도림크라운빌2 오피스텔)",02-2633-8003
신도림태영타운점,"서울특별시 구로구 새말로 89 , 1층 (구로동 , 태영빌딩)",02-866-8525
오류남부점,"서울특별시 구로구 오류로8길 20 , 1층(오류동)",02-2688-4792
오류동삼거리점,서울 구로구 고척로1길 19 (오류동),02-2625-0226
오류동역점,"서울특별시 구로구 경인로20가길 5, 1층 101호(오류동 , 하늘쉼빌딩)",02-2661-2600
온수역점,"서울특별시 구로구 부일로1길 26-12, 지하1층 B05호(온수동 , 다청림시티)",02-2066-0656
천왕역점,"서울특별시 구로구 오리로 1141, 1층 102호(천왕동 , 네이처힐)",02-2060-2491
천왕이펜하우스점,"서울특별시 구로구 천왕로 29, 상가동 1층 (천왕동 , 천왕이펜하우스 4단지)",070-8836-5144
항동지식산업센터점,"서울특별시 구로구 부광로 88, 항동 공공주택지구 내 업무2BL 구로SK V1 center BB1 02-B호(항동)",02-2616-9616
금천구립시흥도서관점,서울 금천구 금하로 750 (시흥동),02-805-1295
금천구청점,서울 금천구 시흥대로63길 48 (시흥동),02-891-1008
가산3차SKV1센터점,서울 금천구 가산디지털1로 136 (가산동),02-6446-6262
가산KS타워점,"서울 금천구 벚꽃로36길 30 (가산동, 가산 KS TOWER)",02-2025-2327
가산skv1센터점,"서울특별시 금천구 가산디지털1로 171, 117호(가산동 ,가산 에스케이 브에원 센터)",02-6244-8028
가산그레이트밸리점,"서울 금천구 디지털로9길 32 (가산동, 갑을그레이트밸리)",02-855-6801
가산리더스타워점,"서울특별시 금천구 벚꽃로 286, 지하 1층 B103호(가산동 , 삼성리더스타워)",02-855-9555
가산아스크타워점,서울 금천구 디지털로10길 37 (가산동),02-3467-4577
가산어반워크점,"서울 금천구 가산디지털2로 135 (가산동, 가산 어반워크I)",02-6177-7575
가산에이스K1타워점,"서울특별시 금천구 가산디지털2로 166, 1층(가산동)",02-6464-1877
가산한라원앤원점,"서울 금천구 가산디지털2로 101 (가산동), 1층 111호",02-2101-2090
가산한화비즈점,"서울특별시 금천구 가산디지털2로 43-14, 102호(가산동 , 가산한화비즈메트로2차)",02-3477-0753
구로전화국점,"서울 금천구 남부순환로 1384 (독산동, 영남빌딩)",02-867-1003
금천가산점,"서울특별시 금천구 가산로 115 , 1층 (가산동)",02-851-1999
금천독산4동점,"서울특별시 금천구 독산로 243, 1층(독산동)",02-861-7725
금천독산점,"서울특별시 금천구 시흥대로 474, 1층 (독산동)",02-856-7077
금천롯데캐슬점,"서울특별시 금천구 벚꽃로 40 , 113동 107호 (독산동 , 금천롯데캐슬골드파크1차)",02-808-1819
금천박미삼거리점,"서울 금천구 시흥대로 149 (시흥동, 신라상가)",02-807-7724
금천시흥유통상가점,서울 금천구 시흥대로 98 (시흥동),02-2138-0902
금천현대시장점,서울 금천구 독산로 131 (시흥동),02-804-0777
금천홈플러스사거리점,서울 금천구 시흥대로 409 (독산동),02-838-1007
독산대륭20차점,"서울 금천구 가산디지털1로 5 (가산동, 대륭테크노타운 20차)",02-2225-0031
독산별빛남문시장점,서울 금천구 독산로85길 35 (독산동),02-6956-7076
독산역점,서울 금천구 범안로 1156 (독산동),02-894-1005
시흥사거리점,"서울특별시 금천구 시흥대로 227 , 1층 (시흥동)",02-803-0656
시흥중앙점,"서울특별시 금천구 금하로 713-1 , 1층 (시흥동)",02-896-7911
시흥한울중점,"서울특별시 금천구 독산로 178, 1층(독산동)",02-807-7771
신림푸르지오점,"서울 금천구 남부순환로 1432 (독산동), 1층 110호",02-830-8007
에이스가산포휴점,"서울 금천구 가산디지털1로 225 (가산동, 에이스 가산 포휴)",02-6926-0550
퍼블릭가산점,서울 금천구 디지털로 178 (가산동),02-2114-8255
공릉도깨비시장점,"서울 노원구 동일로 1026 (공릉동), 1층",02-971-6469
공릉신도브래뉴점,"서울 노원구 동일로191가길 6 (공릉동, 건양오피스텔), 1층 102호, 103호",02-976-0001
공릉역점,"서울특별시 노원구 동일로192길 , 1층(공릉동)",02-971-7703
공릉중앙점,"서울특별시 노원구 공릉로 137, (공릉동)",02-976-9995
광운대역점,"서울특별시 노원구 석계로 103 , 1층 (월계동 , 동우빌딩)",02-942-9917
광운대점,서울 노원구 광운로 35 (월계동),02-942-1005
노원공릉점,"서울 노원구 동일로197길 11 (공릉동, 공삼빌딩)",02-971-0017
노원로데오점,"서울특별시 노원구 상계로3길 16 , 1층 (상계동 , 동원빌딩)",02-939-2223
노원롯데캐슬점,"서울 노원구 덕릉로 753 (상계동, 노원 롯데캐슬 시그니처)",02-939-1003
노원역점,"서울특별시 노원구 상계동 709-2, 메가빌딩 1층",02-930-7373
노원월계초점,"서울 노원구 월계로45길 37 (월계동, 성진빌딩)",02-900-1007
노원을지병원점,"서울특별시 노원구 공릉로 324-2, 1층(하계동)",02-971-0101
노원중앙점,"서울특별시 노원구 노해로 509 , 1층(상계동)",nan
노원포레나점,"서울 노원구 노원로38길 76 (상계동, 포레나노원), 상가동 108호",02-933-4590
당고개역점,"서울 노원구 상계로 305 (상계동, 당고개역)",02-951-1005
마들역점,"서울특별시 노원구 동일로 1541, 1층 103호 , 104호(상계동 , 11단지종합상가)",02-939-4836
상계백병원점,"서울특별시 노원구 동일로 1356 , 1층 (상계동 , 상계주공4단지아파트)",02-931-0100
상계보람점,"서울특별시 노원구 한글비석로 464 , 1층 (상계동)",02-935-5550
상계수락점,"서울 노원구 동일로 1596 (상계동, 송현빌딩)",02-936-4536
상계역점,"서울특별시 노원구 덕릉로83길 18 , 102호(중계동)",02-933-7134
상계주공6단지점,"서울 노원구 동일로 1384 (상계동, 상계주공아파트 601동)",02-6956-1294
상계중앙시장점,"서울 노원구 상계로27길 12 (상계동, 경인빌딩), 1층 111호",02-933-8088
상계초입구사거리점,서울 노원구 노원로 452 (상계동),02-6953-6554
서울여대점,"서울 노원구 화랑로51길 20 (공릉동, 공릉동 진성빌딩), 1층 103호",02-975-1009
서울중계초점,서울 노원구 덕릉로 663 (중계동),02-933-1003
석계역점,"서울특별시 노원구 화랑로 337 , 103호(월계동)",02-943-7743
수락디자인점,서울 노원구 동일로242길 55 (상계동),02-939-7770
수락리버시티점,서울 노원구 상계동 1313-1,02-933-1106
수락산역점,"서울특별시 노원구 동일로 1700, 토마토파르코 114호",02-938-6587
수락중앙점,"서울특별시 노원구 동일로 1651, 1층 4호(상계동)",02-932-3974
원자력병원점,"서울특별시 노원구 공릉로46길 3, 1층 102호(공릉동 , 공릉동평화타운)",02-976-7771
월계사슴점,"서울 노원구 월계로 370 (월계동, 희성프라자)",02-6959-9787
월계프라자점,"서울 노원구 초안산로5길 12 (월계동, 월계프라자), 1층 106호",02-992-7776
이마트에브리데이중계동점,"서울 노원구 중계로12길 39 (중계동, 이연아마빌레)",02-932-1002
중계무지개점,"서울 노원구 동일로 1280 (중계동, 중계무지개아파트2단지상가,유치원)",02-971-6773
중계본동점,"서울특별시 노원구 중계로14길 29, 1층(중계동)",02-931-4080
중계브라운스톤점,"서울특별시 노원구 동일로203가길 29, 1층 (중계동)",02-978-4400
중계씨앤미점,"서울 노원구 동일로204가길 34 (중계동, 씨앤미복합빌딩), 1층 104호",02-977-6849
중계은행사거리점,"서울특별시 노원구 중계동 366-9, 스카이타워 105호",02-938-1231
중계중앙점,"서울 노원구 덕릉로73길 15 (중계동, 음광빌딩), 1층",02-938-5060
중계학원가점,"서울 노원구 한글비석로 235 (중계동, 하나프라자빌딩)",02-932-1005
태릉입구역점,"서울 노원구 동일로 986 (공릉동, 노원 프레미어스 엠코), 101동 109, 111, 113호",02-949-5001
하계온천점,"서울 노원구 노원로 257 (하계동, 인정빌딩)",02-975-1002
화랑대역점,"서울특별시 노원구 노원로1길 9, 03호(공릉동)",02-949-4002
덕성여대점,"서울 도봉구 삼양로 538-5 (쌍문동, 쌍문동 덕성여대역리가 빌딩)",02-998-8885
도봉보건소점,서울 도봉구 방학로3길 122 (쌍문동),02-999-0133
도봉산입구점,서울 도봉구 도봉산4길 4-13 (도봉동),02-955-1003
도봉역점,"서울특별시 도봉구 도봉로 817 , 1층 (도봉동)",02-955-4418
도봉중사거리점,서울 도봉구 마들로 684 (도봉동),02-6949-5221
도봉중앙점,"서울특별시 도봉구 도봉로181길 30, 1층(도봉동)",02-955-4536
방학도깨비시장점,"서울특별시 도봉구 도당로 81 , 1층 (방학동)",02-3491-9279
방학빌리지점,서울 도봉구 시루봉로 222 (방학동),02-6952-7328
방학역점,"서울특별시 도봉구 도봉로150길 40 , 101호 (방학동)",02-3492-0181
방학점,"서울 도봉구 방학로 192 (방학동), 1층",02-954-6555
방학중앙점,서울 도봉구 방학로2길 35 (방학동),02-955-1002
북한산아이파크점,"서울 도봉구 도봉로136가길 4 (창동, 창동리더스빌딩)",02-6951-2179
서울쌍문초점,서울 도봉구 노해로41길 32 (쌍문동),02-900-6555
서울우이교사거리점,서울 도봉구 우이천로 284 (쌍문동),02-991-1005
신도봉시장점,"서울특별시 도봉구 도봉로 727, 1층(방학동)",02-955-5556
신창시장점,"서울특별시 도봉구 덕릉로 238 , 1층 (창동)",02-6104-0927
쌍문선덕점,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트), 101동 107호",02-900-2777
쌍문세라믹점,"서울특별시 도봉구 도당로 14 , 1층(문동 , 다보빌딩)",02-999-0787
쌍문역점,"서울특별시 도봉구 도봉로 492, 1층 (창동)",02-991-1041
쌍문점,"서울특별시 도봉구 도봉로 457 , 1층(쌍문동)",02-992-0707
이마트에브리데이도봉점,"서울특별시 도봉구 도봉로180길 38, 1층(도봉동)",02-955-5666
창동대우점,"서울특별시 도봉구 덕릉로63가길 17, 1층(창동)",02-991-2999
창동신창점,"서울특별시 도봉구 우이천로4길 31, 1층 (창동)",02-998-8988
창동어울림점,"서울특별시 도봉구 해등로16길 32, 1층(창동)",02-997-0182
창동역점,"서울특별시 도봉구 마들로11가길 13 , 105호 (창동)",02-998-4242
창동이마트점,"서울특별시 도봉구 노해로65길 11, 1층(창동)",02-902-7778
창동중앙점,"서울 도봉구 도봉로110길 68 (창동), 1층 일부",02-991-2990
동대문구청점,"서울 동대문구 고산자로 406 (용두동, 화성빌딩)",02-966-6720
경희대점,"서울특별시 동대문구 경희대로 18 , 1층 (회기동)",02-959-4282
고대정문점,"서울특별시 동대문구 안암로 158-1, 1층13",02-921-5662
답십리1동점,"서울 동대문구 답십리로 130 (답십리동, 래미안위브)",02-2249-1007
답십리사거리점,"서울특별시 동대문구 답십리로 154, 1층(답십리동)",02-2212-7858
답십리역점,서울 동대문구 천호대로 265 (답십리동),02-2217-9766
답십리초점,"서울특별시 동대문구 전농로 35, 1층(답십리동)",02-2217-9297
동대문이문삼거리점,서울 동대문구 이문로 184 (이문동),02-6954-2101
동대문한천로점,서울 동대문구 한천로 60 (장안동),02-2215-0605
래미안라그란데점,"서울 동대문구 이문로35길 21 (이문동, 래미안라그란데아파트)",02-6953-9327
배봉사거리점,"서울특별시 동대문구 한천로 189, 1층(장안동)",02-2243-2337
삼육서울병원점,"서울특별시 동대문구 망우로 78, 1층(휘경동)",02-2213-2322
서울바이오허브점,서울 동대문구 회기로 120 (회기동),02-6956-6469
서울시립대점,"서울특별시 동대문구 전농로 222 , 1층 (전농동)",02-3390-9880
신설동점,"서울특별시 동대문구 왕산로 3 , (신설동)1층(신설동)",02-929-9294
안암오거리점,서울 동대문구 약령시로 3 (제기동),02-929-4080
외대앞역점,"서울특별시 동대문구 휘경로 24 , 1층(이문동)",02-963-7111
외대후문점,서울 동대문구 천장산로4길 48 (이문동),02-6956-3388
용두동사거리점,"서울 동대문구 왕산로 71 (용두동, 바인르미에르)",070-8892-1943
이문아이파크자이점,서울 동대문구 이문로 120 (이문동),02-693-9339
장안동사거리점,"서울특별시 동대문구 장한로 165, 1층(장안동)",02-3394-5111
장안장평중점,"서울 동대문구 장한로18길 57 (장안동, 축제빌딩)",02-2249-3466
장안점,"서울특별시 동대문구 장한로 116 , 1층 (장안동 , 풍양빌딩)",02-2215-0060
장안중앙점,"서울특별시 동대문구 장한로 58, 1층 (장안동)",02-2213-5272
장안현대홈타운점,"서울 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",070-8830-9988
장한평역점,서울 동대문구 천호대로85길 10 (장안동),02-2217-0888
전농동사거리점,"서울특별시 동대문구 전농로 135, 1층(전농동)",02-2212-0224
전농동아점,"서울특별시 동대문구 서울시립대로 31, 1층 (전농동)",02-2215-6452
제기약령시장점,서울 동대문구 고산자로 481-1 (제기동),02-960-7130
청량리롯데캐슬점,"서울 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",02-960-0555
청량리시장점,서울 동대문구 왕산로 163-1 (제기동),02-959-0421
청량리역점,"서울특별시 동대문구 왕산로 225 , A동 1층 (청량리동, 미주상가)",02-957-8801
청량리역한양수자인점,"서울 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘)",02-962-1009
촬영소사거리점,"서울특별시 동대문구 답십리로 233, 1층 (답십리동)",02-2242-4430
회기역점,"서울특별시 동대문구 회기로 194 , 1층(휘경동)",02-963-3618
휘경여고점,서울 동대문구 한천로 264 (휘경동),02-2135-6525
휘경자이점,"서울 동대문구 외대역동로 63-27 (휘경동, 휘경자이디센시아)",02-6951-4706
휘경주공점,"서울특별시 동대문구 사가정로25길 29, 1층(장안동)",02-3394-9004
남성역점,"서울 동작구 사당로12길 2 (사당동), 1층",02-525-5677
