지역,매장명,주소,전화번호
경기도,시흥정왕유천점,경기도 시흥시 중심상가로 324,070-8666-3222
경기도,옥정호수공원점,"경기도 양주시 옥정동로 193, 106호",070-4800-0016
경상남도,진해북원로터리점,경상남도 창원시 진해구 여명로 4,055-713-7113
경기도,화정중앙공원점,경기도 고양시 덕양구 화신로 259,031-971-4725
서울특별시,쌍문역2번출구점,서울 도봉구 도봉로 476,미등록
서울특별시,강북중학교점,서울특별시 강북구 한천로150길 70,070-4888-2121
서울특별시,도봉구청점,서울특별시 도봉구 마들로 650,02-3494-0410
대전광역시,대전용산점,대전광역시 유성구 용산1로 83 1층,042-933-8624
충청남도,당진합덕점,충청남도 당진시 합덕읍 덕평로 553,041-363-9394
강원도,춘천엔타점,강원특별자치도 춘천시 후석로 120 춘천ENTA몰 1층 109호,070-8813-8709
서울특별시,상암이안점,서울 마포구 월드컵북로 361,070-8287-2690
인천광역시,인천산곡고점,인천광역시 부평구 부영로189번길 36,032-501-2587
서울특별시,청량리우남SL타워점,서울특별시 동대문구 왕산로 186,070-8667-7560
경기도,안양대우상가점,"경기도 안양시 만안구 안양동 70, 안양대우아파트 상가 102호",070-4099-0440
서울특별시,종합운동장역점,서울특별시 송파구 올림픽로 76,미등록
경기도,성남금광금빛점,경기도 성남시 중원구 광명로 317,031-735-4847
경기도,평택고덕SBC점,경기도 평택시 고덕여염로 118,031-8054-7879
대전광역시,대전괴정점,대전광역시 서구 괴정로 29,042-537-1401
인천광역시,인천효성e편한세상점,"인천광역시 계양구 효서로 145, 상가 2동 1층 106호",070-5014-4662
경기도,신영통현대점,경기도 화성시 영통로 59,070-5001-1818
인천광역시,부평역지하상가점,"인천광역시 부평구 광장로 지하30, 35호 36호",032-715-5597
서울특별시,상계하늘공원점,서울특별시 노원구 덕릉로738,070-7585-9502
대전광역시,대전트리풀시티호수점,대전광역시 서구 도안동로 234,042-542-3283
제주도,서귀포중문로터리점,제주특별자치도 서귀포시 중문관광로 348,064-739-2139
서울특별시,화곡중앙시장점,서울특별시 강서구 가로공원로76길 75,02-2602-7779
서울특별시,영등포시장사거리점,서울시 영등포구 영등포로 202,02-6338-0328
대전광역시,대전도안갑천레이크점,"대전광역시 유성구 원신흥로122-11, 1층 102호",042-721-0063
서울특별시,장승배기역점,서울특별시 동작구 장승배기로 71,070-4333-3993
충청남도,천안아산역점,"충청남도 아산시 배방읍 고속철대로 147, 우성메디피아 1층",041-910-0040
경상남도,진주혁신소호점,경상남도 진주시 범골로54번길 19,070-8667-6608
서울특별시,문래SKV1센터점,서울특별시 영등포구 선유로9길 10,0507-1448-4030
전라북도,완주용진점,전북특별자치도 완주군 용진읍 완주로 212,미등록
충청북도,청주문의IC주유소점,충청북도 청주시 상당구 문의면 미천고은로 61,010-3445-2852
인천광역시,인천검단더시글로점,인천광역시 서구 원당대로 966,070-4006-1095
세종특별자치시,세종전의점,세종특별자치시 전의면 운주산로 1200,044-868-1776
서울특별시,가양중앙점,서울특별시 강서구 양천로57길 13,070-4012-7107
서울특별시,종로3가낙원점,서울특별시 종로구 수표로 115-1,미등록
대전광역시,대전신성산단점,대전광역시 유성구 유성대로1184번길 5-5,042-867-0305
세종특별자치시,세종고운하모니점,세종특별자치시 마음로 272-28,044-866-4806
광주광역시,광주운암벽산점,광주광역시 북구 황계로 59,070-4333-4222
경기도,광주성원점,경기도 광주시 태봉로 51,031-699-8044
충청북도,청주옥산점,충청북도 청주시 흥덕구 옥산면 청주역로 625,043-263-1008
경기도,안양중앙시장점,경기도 안양시 만안구 병목안로 15,070-4242-2240
경기도,성남모란역점,경기도 성남시 중원구 광명로 2,031-755-5557
인천광역시,부평여고점,인천광역시 부평구 부흥로 249,032-221-7668
경기도,평택안정점,경기도 평택시 팽성읍 안정쇼핑로 38-1,0507-1442-4646
세종특별자치시,세종부강점,세종특별자치시 부강면 부강로 53,044-998-0004
전라북도,군산내흥점,전북특별자치도 군산시 정자로 64,063-912-9005
경기도,부천춘의점,경기도 부천시 원미구 부천로198번길 27,미등록
서울특별시,서울중계초교점,서울특별시 노원구 한글비석로15길 27,02-6956-6001
서울특별시,광진이튼1차점,서울특별시 광진구 능동로 68 이튼타워리버1차 1층 114호,02-446-5658
제주도,제주보성시장점,제주특별자치도 제주시 중앙로 179,064-722-6496
충청북도,청주사직푸르지오점,충청북도 청주시 서원구 예체로 55,070-7807-5260
충청남도,천안남서울대점,충청남도 천안시 서북구 성환읍 성진로 57,070-4060-8828
대전광역시,대전송촌5단지점,대전광역시 대덕구 동춘당로44번길 11,070-5055-1234
충청남도,당진신평점,충청남도 당진시 신평면 거산3거리길 13,041-362-1103
서울특별시,노량진2동점,서울시 동작구 노량진로 110,070-8633-5091
서울특별시,영등포도림점,"서울 영등포구 도림로 386, 웰니스 1층",070-7777-3633
경기도,파주한빛마을점,경기도 파주시 와석순환로 66,070-5222-2020
경기도,하남망월점,경기도 하남시 미사강변동로 70,미등록
서울특별시,충무로필동점,서울특별시 중구 필동로 31,02-2274-1905
경기도,병점역SK뷰점,"경기도 화성시 경기대로990, 104동 상가 1층",070-8666-6337
경기도,여주태평리점,경기도 여주시 가남읍 태평로 56,070-7759-7770
서울특별시,퍼블릭가산점,"서울 금천구 디지털로 178, 현대지식산업센터 가산퍼블릭 B동 135호",02-2114-8550
경기도,군포송정점,경기도 군포시 송부로 88,070-5001-5505
경상북도,상주시청점,경상북도 상주시 상서문2길 112,054-907-5535
경기도,일산식사구제거리점,경기도 고양시 일산동구 견달산로 265,070-4107-7077
서울특별시,창동에이치큐브병원점,서울특별시 도봉구 도봉로 604,미등록
인천광역시,인천석남역점,인천광역시 서구 가정로 237-1,070-5208-7888
강원도,강릉남산초교점,강원도 강릉시 남부로 125번길 26,070-8815-4566
경상북도,의성도리원,경상북도 의성군 봉양면 도리원1길 63-1,미등록
제주도,제주애월항점,제주특별자치도 제주시 애월읍 애월로13길 54-1,070-8822-9999
인천광역시,인천삼산미래타운점,인천 부평구 부평북로 442 삼산프라자 1층 103호,070-5001-0100
경기도,과천디테크타워점,경기도 과천시 과천대로7길 33,02-6390-6040
한국,안산반달섬점,"경기도 안산시 단원구 시화호수로 623, 131호",미등록
서울특별시,방학사거리,서울시 도봉구 도봉로 679,02-6958-7770
경상남도,양산석산점,경상남도 양산시 동면 석산리 1449-6,미등록
서울특별시,상봉이지팰리스점,"서울특별시 중랑구 망우로316, 1층 104호",02-6952-4836
경기도,부천중동시장점,"경기도 부천시 원미구 부흥로 199, 1층",070-5222-8700
경기도,병점역복합타운점,경기도 화성시 병점노을5로 26,031-222-9764
서울특별시,구로구청점,서울특별시 구로구 구로동 431-3,미등록
충청남도,천안삼거리점,충청남도 천안시 동남구 충절로 369,070-5222-8080
전라북도,전주혁신1호점,전북특별자치도 전주시 덕진구 기지로 77,063-222-7798
인천광역시,부평북부역점,인천광역시 부평구 경원대로 1366,032-501-7665
경기도,경기광주능평점,경기도 광주시 능평로 55,031-711-0527
제주도,제주송악산점,제주 서귀포시 대정읍 형제해안로 316,064-792-6171
경기도,구리한양대병원점,경기 구리시 경춘로 167 구리수아주퍼스트 1층 102호,0503-5260-8018
경기도,오산원동롯데캐슬점,"경기도 오산시 원당로 35, 오산롯데캐슬스카이파 상가2동 102호",070-4070-0006
인천광역시,인천서부여성회관점,인천광역시 서구 서달로11번길 2,032-213-5678
경기도,하남신장동일점,경기도 하남시 대청로59번길 24,070-5222-7575
서울특별시,강남을지논현점,서울특별시 강남구 논현동 64-8,070-4333-0808
전라남도,순천용당점,전라남도 순천시 용당동 564-5,미등록
경상북도,문경새재점,경상북도 문경시 문경읍 상초리 288-55,010-5959-7899
대구광역시,대구수성범어w점,대구광역시 수성구 달구벌대로 2436,070-7575-0062
세종특별자치시,세종고대점,"세종특별자치시 조치원읍 내창3길 24, 1층 101호",070-4175-2397
서울특별시,중랑신내프라디움점,서울시 중랑구 망우동 584 시티원스퀘어,070-4792-4200
경기도,안양평촌센텀퍼스트점,"경기도 안양시 동안구 갈산로 15, 평촌센텀퍼스트 단지내 상가 A동 121호",031-427-7487
경기도,시흥신천역점,경기도 시흥시 신천로80번길 1,070-7575-2525
세종특별자치시,세종홍대점,세종특별자치시 조치원읍 신안리 445-6,070-8657-2018
경기도,안성공도진사점,경기도 안성시 공도읍 진사길 10,070-4833-3207
경기도,빽다방 빵연구소 용인보라점,경기 용인시 기흥구 한보라2로 5-5,031-275-8354
경상북도,구미봉곡점,경상북도 구미시 봉곡남로 68,054-441-1110
제주도,제주용문마을회관점,제주특별자치도 제주시 용문로 128,064-753-0001
서울특별시,대치사거리점,서울특별시 강남구 삼성로 345,070-4151-3080
경기도,하남감일월드점,경기도 하남시 감일백제로 161,070-7698-6789
강원도,원주공군비행단점,강원특별자치도 원주시 소초면 의관리 542-5 청나래 복지센터 2층,033-735-8820
대구광역시,대구파동나이스점,"대구광역시 수성구 파동로 96, A동 1층",053-716-7259
대구광역시,대구경북예고점,대구광역시 남구 대명동 1805-25,053-213-9969
서울특별시,이대점,서울특별시 서대문구 이화여대길 28,070-7777-9020
서울특별시,한예종석관점,서울특별시 성북구 화랑로32길 149,02-963-2925
경기도,파주오산리점,경기도 파주시 조리읍 등원로 373,070-4530-0730
경기도,남양주도농애시앙점,경기도 남양주시 도농로24 부영애시앙 원앙관 1층,미등록
서울특별시,잠실방이점,"서울시 송파구 올림픽로 350, 1층 101호",02-424-0410
강원도,속초중앙시장점,강원특별자치도 속초시 중앙시장로6길 44,070-8899-5504
전라북도,전북무주점,전북특별자치도 무주군 무주읍 단천로 95,063-322-0763
경기도,안산초지매매단지점,경기도 안산시 단원구 원포공원2로 24,070-8680-1079
부산광역시,부산광안역점,"부산광역시 수영구 광안동 744-15, 1층",070-7701-7770
경기도,동탄서연점,"경기도 화성시 동탄대로4길 47, 1층 106호",070-5222-3433
경기도,광주회덕점,"경기도 광주시 회덕동 274-4, 1층 101호",미등록
충청남도,아산선문대점,충청남도 아산시 탕정면 탕정면로 117,041-541-4836
인천광역시,인천연수영남점,인천 연수구 새말로107번길 15,032-818-0360
경상남도,삼천포점,경상남도 사천시 벌리동 258-10,055-833-0740
제주도,서귀포호근동희망점,제주특별자치도 서귀포시 호근동 807-2,064-900-0566
서울특별시,수유사거리점,서울 강북구 수유동 7-4 1층,070-4799-0240
충청북도,청주방서호반우미린점,충청북도 청주시 상당구 동남로 20,070-7840-2515
경기도,수원탑동초교점,경기도 수원시 권선구 금호로 220,031-8019-8977
부산광역시,부산거제레이카운티점,"부산시 연제구 아시아드대로 39, 상가동 2단지 1층 120호",070-8287-2918
전라북도,전주마전점,전라북도 전주시 완산구 홍산로 375,063-715-2288
경기도,남양주진접제일점,"경기도 남양주시 진접읍 금강로 1529, 1층",031-527-8481
경기도,인덕원벌말점,경기도 안양시 동안구 평촌동 68-14,070-8666-1356
